CustomerID,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Monthly_Tenure_Ratio,Phone_Internet_Both,TotalCharges_Age_Ratio,Uses_Streaming
427,22.0,1,27,0,1,0,0,1,86.09,2347.49,0,0,1,1,3.0746428571428575,0,102.06478260869564,0
488,64.0,0,25,1,1,1,1,1,22.77,554.31,0,1,0,0,0.8757692307692307,1,8.527846153846154,1
3013,58.0,0,33,1,1,0,0,0,112.95,3728.86,1,0,0,0,3.322058823529412,1,63.201016949152546,1
2393,69.0,0,37,1,1,0,2,2,118.04,4387.48,0,0,0,0,3.1063157894736846,1,62.67828571428571,0
2483,41.0,1,63,1,1,0,2,2,108.53,6842.56,1,0,0,1,1.69578125,1,162.91809523809525,1
1788,18.0,0,29,1,1,0,0,0,96.2,2780.45,1,0,1,0,3.2066666666666666,1,146.3394736842105,1
1998,49.0,1,31,0,1,0,1,0,56.13,1735.23,0,1,1,0,1.7540625,0,34.7046,1
146,52.0,1,21,1,0,0,2,2,65.26,1368.07,0,1,1,0,2.9663636363636368,0,25.812641509433963,1
2021,26.0,1,10,0,1,1,1,0,89.34,892.26,0,0,1,0,8.121818181818183,0,33.04666666666667,0
2199,25.0,1,69,0,1,1,0,2,38.97,2701.7,1,1,0,1,0.5567142857142857,0,103.91153846153846,1
519,44.0,0,44,1,1,1,0,0,47.29,2065.57,0,0,0,1,1.0508888888888888,1,45.90155555555556,0
2898,28.0,0,42,1,1,1,1,1,68.15,2853.2,1,0,0,0,1.5848837209302327,1,98.38620689655171,1
1422,41.0,0,17,1,1,1,0,1,111.55,1880.36,1,1,1,1,6.197222222222222,1,44.77047619047619,1
1085,40.0,0,24,1,0,1,0,0,64.35,1547.04,1,0,0,0,2.574,0,37.73268292682927,1
2829,20.0,0,18,1,0,1,2,2,75.9,1366.17,1,0,0,0,3.9947368421052634,0,65.05571428571429,1
356,44.0,1,28,1,1,0,0,1,86.6,2417.84,0,1,1,0,2.986206896551724,1,53.729777777777784,1
1490,42.0,0,46,0,1,0,1,2,36.65,1686.89,0,0,0,1,0.7797872340425531,0,39.230000000000004,0
2089,43.0,0,71,1,1,0,0,1,31.03,2217.12,0,0,0,0,0.43097222222222226,1,50.3890909090909,0
2510,23.0,0,13,1,0,0,0,0,61.53,795.35,1,0,0,0,4.3950000000000005,0,33.139583333333334,1
3524,23.0,1,43,1,1,1,2,3,71.73,3079.57,1,0,0,1,1.6302272727272729,1,128.31541666666666,1
3565,39.0,1,10,0,1,0,1,0,60.97,609.91,1,0,1,0,5.542727272727273,0,15.24775,1
2791,37.0,1,27,1,1,1,0,0,94.9,2554.75,0,0,1,0,3.3892857142857147,1,67.23026315789474,0
169,56.0,0,62,0,1,1,2,0,22.29,1372.63,1,0,1,1,0.3538095238095238,0,24.08122807017544,1
500,19.0,1,69,1,1,1,0,0,25.44,1766.71,1,0,0,0,0.36342857142857143,1,88.3355,1
1877,42.0,0,70,0,1,1,0,3,105.77,7414.61,1,1,0,0,1.4897183098591549,0,172.43279069767442,1
2677,18.0,1,3,0,0,1,0,3,38.07,129.6,0,0,0,0,9.5175,0,6.821052631578947,0
461,22.0,1,41,1,1,1,1,2,115.11,4718.48,1,0,1,0,2.7407142857142857,1,205.15130434782606,1
2704,41.0,1,16,1,1,1,0,2,109.1,1764.32,1,0,1,1,6.417647058823529,1,42.007619047619045,1
2464,38.0,0,64,1,0,0,0,3,23.04,1479.77,1,0,0,0,0.35446153846153844,0,37.94282051282051,1
1800,47.0,0,58,1,1,0,2,2,71.59,4161.12,0,1,1,1,1.2133898305084747,1,86.69,1
2637,54.0,0,71,1,0,1,0,2,113.48,2132.26,0,1,0,1,1.5761111111111112,0,38.76836363636364,1
924,43.0,0,1,1,1,0,0,0,57.39,73.88,0,1,0,0,28.695,1,1.679090909090909,1
727,39.0,1,27,0,0,1,1,0,63.2,1696.28,1,1,1,0,2.257142857142857,0,42.407,1
1361,36.0,0,65,1,1,0,0,0,40.95,2652.8,0,1,0,1,0.6204545454545455,1,71.6972972972973,1
2559,37.0,1,28,1,1,0,0,2,103.1,2894.66,1,1,1,0,3.555172413793103,1,76.17526315789473,1
2065,27.0,0,50,1,1,1,0,2,109.5,5474.94,1,0,1,1,2.1470588235294117,1,195.5335714285714,1
3595,42.0,0,34,1,1,1,0,3,81.94,2779.28,1,0,0,0,2.341142857142857,1,64.63441860465117,1
1262,43.0,0,43,1,0,0,0,3,77.22,3329.68,0,0,0,0,1.755,0,75.67454545454545,0
1297,58.0,1,24,0,1,0,1,2,84.97,2044.55,1,0,0,0,3.3988,0,34.65338983050847,1
193,68.0,0,46,0,1,1,1,0,62.0,2849.98,0,1,0,1,1.3191489361702127,0,41.304057971014494,1
769,26.0,1,1,1,0,1,2,2,91.96,94.23,1,1,0,0,45.98,0,3.49,1
1166,18.0,1,35,1,0,1,0,3,103.28,3619.71,0,0,1,1,2.868888888888889,0,190.51105263157896,0
1060,24.0,0,18,1,1,1,0,2,51.13,930.19,0,0,0,0,2.6910526315789474,1,37.2076,0
1658,58.0,1,21,1,1,1,1,2,90.31,1885.78,1,0,1,1,4.105,1,31.962372881355932,1
1620,36.0,1,25,1,1,1,2,2,93.5,2338.33,0,1,1,1,3.5961538461538463,1,63.19810810810811,1
1917,69.0,1,10,1,1,1,0,2,106.2,1054.86,1,0,1,0,9.654545454545454,1,15.06942857142857,1
99,42.0,0,29,0,0,1,1,0,43.71,1268.27,0,1,1,1,1.457,0,29.494651162790696,1
18,64.0,1,23,1,1,0,0,2,33.33,770.83,0,1,0,0,1.38875,1,11.858923076923077,1
3688,24.0,1,55,0,1,0,2,2,103.23,5690.6,0,1,0,0,1.8433928571428573,0,227.62400000000002,1
499,61.0,1,40,1,1,1,2,1,114.67,4585.55,0,0,0,0,2.796829268292683,1,73.96048387096775,0
2520,54.0,1,26,1,0,1,0,2,24.61,633.55,1,1,1,0,0.9114814814814814,0,11.519090909090908,1
491,63.0,0,29,1,0,1,2,2,113.48,3306.35,0,0,1,1,3.7826666666666666,0,51.66171875,0
777,59.0,0,71,0,1,1,0,1,51.46,3645.39,0,1,0,0,0.7147222222222223,0,60.756499999999996,1
2342,61.0,0,20,0,0,0,2,3,81.42,1645.63,1,0,0,1,3.8771428571428572,0,26.54241935483871,1
1584,32.0,1,31,1,0,0,0,1,110.78,3433.23,1,1,0,0,3.461875,0,104.03727272727272,1
2826,21.0,0,43,1,0,0,0,0,83.77,3603.67,1,0,1,1,1.9038636363636363,0,163.80318181818183,1
3008,26.0,0,67,1,1,0,1,1,81.92,5491.1,1,0,0,0,1.2047058823529413,1,203.3740740740741,1
280,67.0,1,18,0,1,1,0,3,105.57,1878.46,1,0,0,0,5.556315789473683,0,27.624411764705883,1
511,21.0,0,52,1,1,1,0,1,73.73,3823.91,0,0,0,0,1.3911320754716983,1,173.8140909090909,0
1360,64.0,1,36,1,0,0,2,2,116.54,4199.7,1,1,0,0,3.1497297297297298,0,64.61076923076922,1
2003,26.0,1,46,1,0,1,0,0,118.68,5468.55,1,1,0,0,2.5251063829787235,0,202.5388888888889,1
477,20.0,0,24,1,1,1,0,2,52.75,1274.01,0,0,0,1,2.11,1,60.667142857142856,0
1486,30.0,1,14,1,1,0,0,2,62.73,881.05,1,1,0,0,4.1819999999999995,1,28.42096774193548,1
844,39.0,1,4,1,1,0,1,2,69.62,266.66,0,1,0,1,13.924000000000001,1,6.666500000000001,1
1603,21.0,1,69,1,1,1,1,2,107.59,7425.04,1,1,1,0,1.5370000000000001,1,337.5018181818182,1
2845,40.0,1,16,1,1,0,0,1,43.86,694.04,0,1,0,1,2.58,1,16.92780487804878,1
947,67.0,1,5,1,0,1,2,2,82.54,414.21,0,0,1,0,13.756666666666668,0,6.091323529411764,0
2956,49.0,1,70,1,0,0,0,2,97.17,6803.27,0,0,1,0,1.3685915492957748,0,136.0654,0
2521,24.0,1,42,0,0,1,1,1,25.5,1067.48,0,1,1,0,0.5930232558139535,0,42.6992,1
470,49.0,1,6,1,1,0,2,0,52.91,316.48,0,1,1,1,7.558571428571428,1,6.3296,1
1251,37.0,1,41,0,1,1,1,3,57.94,2376.22,0,0,1,0,1.3795238095238094,0,62.53210526315789,0
3707,60.0,0,54,1,1,1,0,1,38.09,2074.26,0,0,0,0,0.6925454545454546,1,34.00426229508197,0
2741,37.0,0,30,1,0,1,0,2,55.09,1641.59,1,1,0,0,1.7770967741935484,0,43.19973684210526,1
751,59.0,0,49,0,1,0,1,0,23.73,1176.58,1,0,0,0,0.4746,0,19.609666666666666,1
2670,36.0,0,38,1,0,1,0,2,70.36,2681.0,1,0,1,0,1.804102564102564,0,72.45945945945945,1
1195,23.0,0,70,1,1,1,2,0,91.29,6388.33,1,0,0,0,1.285774647887324,1,266.18041666666664,1
2108,41.0,0,39,0,0,0,2,3,55.57,2185.29,0,0,0,0,1.38925,0,52.03071428571428,0
2371,65.0,1,68,1,1,1,0,0,81.83,5577.97,1,0,0,1,1.1859420289855072,1,84.51469696969697,1
262,26.0,0,62,1,0,1,0,2,84.42,5229.16,0,0,0,1,1.34,0,193.6725925925926,0
2665,23.0,1,59,1,1,0,0,1,69.59,3142.74,1,0,0,0,1.1598333333333335,1,130.9475,1
2700,41.0,1,65,1,1,0,2,2,97.81,6352.39,0,1,0,0,1.481969696969697,1,151.24738095238095,1
1167,39.0,0,54,1,1,0,1,0,70.23,3799.3,0,1,1,1,1.276909090909091,1,94.9825,1
2992,42.0,0,20,1,0,1,0,1,74.19,1490.9,0,0,0,1,3.532857142857143,0,34.67209302325582,0
705,42.0,1,29,1,0,1,2,3,104.28,3018.86,0,1,1,0,3.476,0,70.2060465116279,1
2596,19.0,0,53,1,1,0,0,0,24.52,1305.18,1,0,0,0,0.4540740740740741,1,65.259,1
746,18.0,1,2,0,0,1,0,2,50.98,107.68,1,0,0,1,16.993333333333332,0,5.667368421052632,1
1991,58.0,1,38,1,0,1,0,2,24.82,939.62,1,1,0,0,0.6364102564102564,0,15.925762711864406,1
649,25.0,0,58,1,1,0,0,2,101.85,5900.39,0,1,0,0,1.726271186440678,1,226.93807692307695,1
1287,45.0,1,12,1,1,0,2,2,58.27,696.59,0,0,0,0,4.4823076923076925,1,15.143260869565218,0
28,20.0,1,27,1,0,0,0,1,80.81,2181.54,1,1,1,1,2.886071428571429,0,103.88285714285715,1
3506,53.0,1,7,1,1,0,2,2,72.34,490.5,0,1,0,1,9.0425,1,9.083333333333334,1
2572,44.0,1,33,0,1,1,2,2,114.9,3811.07,0,1,0,0,3.3794117647058823,0,84.69044444444445,1
3080,41.0,0,53,1,1,1,1,2,26.15,1385.14,1,0,0,0,0.4842592592592592,1,32.97952380952381,1
3630,58.0,1,47,1,0,1,0,0,82.41,3873.03,1,0,1,0,1.716875,0,65.64457627118644,1
1130,29.0,1,6,0,1,1,0,3,69.91,399.72,0,0,1,0,9.987142857142857,0,13.324000000000002,0
1058,32.0,1,67,0,1,1,0,2,87.47,5869.29,1,1,0,1,1.2863235294117648,0,177.85727272727271,1
1030,44.0,1,55,0,1,1,0,2,35.97,1979.63,1,0,0,0,0.6423214285714286,0,43.99177777777778,1
301,41.0,1,36,1,0,1,2,2,55.64,1991.45,0,0,0,1,1.5037837837837837,0,47.41547619047619,0
8,31.0,1,51,1,1,1,1,2,96.3,4887.5,0,0,0,1,1.8519230769230768,1,152.734375,0
1321,61.0,1,47,0,1,0,0,3,66.07,3120.17,1,1,0,0,1.3764583333333331,0,50.325322580645164,1
67,52.0,1,3,1,0,1,2,1,64.54,189.8,0,1,0,1,16.135,0,3.5811320754716984,1
978,51.0,0,23,1,0,1,0,0,66.67,1527.5,1,1,1,0,2.7779166666666666,0,29.375,1
2789,22.0,0,52,1,1,1,2,1,93.18,4852.37,0,1,1,0,1.75811320754717,1,210.97260869565216,1
2526,42.0,0,20,1,1,1,1,2,106.86,2137.28,1,0,0,0,5.088571428571429,1,49.70418604651163,1
1748,27.0,0,15,0,0,1,1,2,33.78,508.77,1,1,1,1,2.11125,0,18.170357142857142,1
3287,49.0,0,16,0,1,1,0,2,113.8,1830.59,0,1,1,0,6.694117647058824,0,36.611799999999995,1
2230,40.0,1,40,0,1,0,2,2,80.52,3239.38,1,0,0,1,1.9639024390243902,0,79.00926829268293,1
3739,19.0,0,13,1,0,1,0,2,31.0,417.08,0,0,1,0,2.2142857142857144,0,20.854,0
1319,44.0,1,16,1,0,1,1,2,25.84,423.13,1,1,1,1,1.52,0,9.402888888888889,1
1485,28.0,1,51,1,1,0,1,3,71.54,3647.63,1,1,0,0,1.3757692307692309,1,125.7803448275862,1
887,26.0,1,45,1,1,0,0,0,23.46,1043.37,0,0,0,0,0.51,1,38.64333333333333,0
2576,42.0,0,31,1,0,1,0,1,75.87,2345.69,1,0,0,0,2.3709375,0,54.55093023255814,1
390,26.0,0,9,0,1,0,2,1,54.74,488.98,1,1,0,1,5.474,0,18.110370370370372,1
2453,38.0,1,43,1,1,1,0,2,52.58,2260.43,0,1,1,0,1.195,1,57.95974358974359,1
3549,65.0,1,71,1,1,0,0,1,23.76,1680.58,0,0,1,0,0.33,1,25.46333333333333,0
1771,45.0,1,38,1,1,1,1,2,62.71,2392.6,1,1,0,0,1.607948717948718,1,52.01304347826087,1
718,55.0,1,24,0,0,0,2,2,104.02,2497.13,1,1,1,1,4.1608,0,44.59160714285714,1
379,64.0,0,13,1,0,1,0,2,90.29,1176.06,0,0,1,1,6.449285714285715,0,18.093230769230768,0
1650,66.0,0,67,1,0,1,0,2,102.04,6830.79,1,0,0,0,1.5005882352941178,0,101.9520895522388,1
987,61.0,0,71,1,1,1,1,2,54.47,3866.58,0,0,0,0,0.7565277777777778,1,62.36419354838709,0
270,41.0,0,9,1,1,0,2,0,63.93,580.39,1,1,1,0,6.393,1,13.818809523809524,1
3322,66.0,0,56,1,1,0,0,2,64.62,3625.84,0,0,0,1,1.1336842105263158,1,54.117014925373134,0
994,45.0,0,61,0,1,1,0,0,77.09,4703.44,1,1,0,1,1.2433870967741936,0,102.24869565217391,1
3478,55.0,0,30,0,1,0,0,3,24.82,748.44,1,0,0,0,0.8006451612903226,0,13.365,1
1853,21.0,1,42,0,1,0,2,1,52.65,2226.21,1,0,0,0,1.2244186046511627,0,101.19136363636363,1
1104,64.0,0,23,0,0,1,0,2,36.87,830.87,1,1,1,0,1.53625,0,12.782615384615385,1
1595,51.0,0,55,1,1,1,2,2,46.4,2547.11,0,0,0,1,0.8285714285714285,1,48.98288461538462,0
1644,44.0,0,22,0,1,1,0,2,94.76,2101.43,1,1,1,0,4.12,0,46.69844444444444,1
3329,44.0,1,60,1,1,0,0,3,65.86,3956.33,0,0,1,0,1.079672131147541,1,87.91844444444445,0
828,25.0,1,70,0,1,0,0,2,92.52,6473.03,0,1,0,0,1.3030985915492956,0,248.9626923076923,1
2001,21.0,1,20,1,1,0,1,2,55.99,1117.75,1,0,0,0,2.666190476190476,1,50.80681818181818,1
1971,50.0,1,6,0,0,1,0,0,120.0,722.72,0,1,0,1,17.142857142857142,0,14.170980392156864,1
2762,57.0,1,66,0,1,0,0,3,34.09,2259.83,1,1,1,0,0.5088059701492538,0,38.96258620689655,1
1806,46.0,1,46,0,0,0,0,2,68.36,3157.81,1,1,1,0,1.454468085106383,0,67.18744680851064,1
3734,48.0,0,57,0,1,1,0,1,39.44,2255.53,0,1,1,0,0.6799999999999999,0,46.031224489795925,1
825,46.0,0,10,1,1,0,1,2,81.37,824.98,1,0,1,1,7.397272727272727,1,17.55276595744681,1
1279,62.0,0,7,1,1,0,0,0,59.12,407.69,0,1,1,0,7.39,1,6.471269841269841,1
3683,50.0,1,4,1,1,1,0,2,107.89,444.33,0,0,1,0,21.578,1,8.712352941176471,0
969,48.0,0,6,1,1,1,0,3,112.41,678.01,1,1,1,0,16.05857142857143,1,13.836938775510204,1
1069,31.0,1,43,1,1,0,0,2,58.86,2530.25,0,1,1,0,1.3377272727272727,1,79.0703125,1
1635,52.0,0,40,1,1,0,0,2,71.22,2824.3,0,0,0,0,1.7370731707317073,1,53.28867924528302,0
671,37.0,0,9,1,1,0,0,0,48.67,429.76,1,0,0,0,4.867,1,11.309473684210525,1
3553,19.0,0,41,1,0,0,0,3,26.77,1110.33,1,0,0,1,0.6373809523809524,0,55.51649999999999,1
3651,69.0,0,29,1,1,0,0,2,37.7,1102.34,0,0,1,0,1.2566666666666668,1,15.747714285714284,0
3476,21.0,1,51,1,1,0,0,2,72.44,3695.69,0,0,0,1,1.393076923076923,1,167.9859090909091,0
1035,46.0,1,69,1,1,0,0,1,40.09,2768.87,0,0,0,0,0.5727142857142857,1,58.912127659574466,0
1410,30.0,1,71,1,1,1,0,3,66.56,4729.36,1,0,0,0,0.9244444444444445,1,152.56,1
3250,38.0,1,32,1,1,1,1,2,39.42,1275.76,1,0,1,1,1.1945454545454546,1,32.71179487179487,1
1304,45.0,0,64,1,1,0,0,3,90.74,5814.6,0,0,0,0,1.396,1,126.40434782608696,0
3212,29.0,1,68,1,1,1,0,0,116.68,2132.26,1,0,0,1,1.6910144927536233,1,71.07533333333335,1
3643,43.0,0,16,1,1,1,1,3,88.62,1437.48,0,0,0,0,5.212941176470588,1,32.67,0
2751,24.0,0,21,0,0,1,1,1,107.75,2263.25,1,0,1,1,4.8977272727272725,0,90.53,1
2573,49.0,1,35,0,0,0,2,2,41.17,1419.16,1,1,1,1,1.1436111111111111,0,28.383200000000002,1
720,35.0,1,37,0,0,1,0,1,58.4,2171.41,0,1,0,1,1.5368421052631578,0,60.31694444444444,1
725,44.0,0,69,0,1,1,1,1,94.16,6517.65,0,1,0,1,1.3451428571428572,0,144.83666666666664,1
1436,19.0,1,37,1,1,1,2,2,89.4,3324.93,1,0,0,0,2.3526315789473684,1,166.2465,1
35,63.0,0,57,1,0,1,1,0,113.22,6450.51,0,0,0,1,1.9520689655172414,0,100.78921875,0
3093,59.0,1,38,1,1,1,2,2,118.68,4513.17,0,1,1,1,3.0430769230769235,1,75.2195,1
966,35.0,0,32,0,1,0,0,2,64.25,2060.4,1,0,1,1,1.946969696969697,0,57.233333333333334,1
2506,69.0,1,35,1,1,0,0,2,102.29,3567.81,1,1,0,1,2.841388888888889,1,50.968714285714285,1
988,28.0,0,41,0,1,0,0,2,96.48,3964.6,0,1,0,1,2.297142857142857,0,136.7103448275862,1
3162,62.0,1,27,1,1,1,0,1,35.51,964.73,1,1,0,0,1.2682142857142857,1,15.313174603174604,1
2389,45.0,1,4,1,1,1,0,1,105.6,428.49,0,0,0,1,21.119999999999997,1,9.315,0
1544,47.0,0,49,1,1,0,0,2,59.95,2932.46,0,0,0,1,1.199,1,61.09291666666667,0
136,63.0,0,21,1,0,0,0,1,109.09,2280.95,0,0,0,0,4.958636363636364,0,35.63984375,0
3711,41.0,1,12,0,1,1,1,2,73.7,885.64,0,1,0,0,5.6692307692307695,0,21.086666666666666,1
1157,29.0,1,11,1,0,1,1,1,95.23,1040.85,1,1,0,1,7.935833333333334,0,34.695,1
2524,49.0,1,8,0,0,0,0,1,107.89,874.13,1,1,0,0,11.987777777777778,0,17.4826,1
594,40.0,1,64,1,1,1,1,2,53.92,3461.51,1,0,1,0,0.8295384615384616,1,84.42707317073172,1
1899,33.0,1,50,1,1,1,1,2,119.88,6017.54,1,0,0,0,2.3505882352941176,1,176.9864705882353,1
506,55.0,1,69,0,1,0,2,1,52.97,3670.21,0,1,0,1,0.7567142857142857,0,65.53946428571429,1
3014,43.0,1,59,1,0,1,0,1,32.21,1895.03,0,0,1,0,0.5368333333333334,0,43.06886363636364,0
866,24.0,1,5,1,1,0,0,2,29.11,155.01,1,1,1,0,4.851666666666667,1,6.200399999999999,1
2503,44.0,1,42,1,1,1,0,2,38.2,1590.65,0,1,0,0,0.8883720930232559,1,35.34777777777778,1
914,60.0,1,1,1,1,1,0,1,97.35,88.91,1,1,0,0,48.675,1,1.4575409836065574,1
920,62.0,0,67,0,1,1,2,2,26.61,1770.2,1,0,0,0,0.3913235294117647,0,28.098412698412698,1
103,65.0,0,60,1,0,1,1,1,47.19,2836.32,0,0,0,0,0.7736065573770492,0,42.974545454545456,0
181,55.0,0,19,1,1,0,0,3,74.36,1420.06,1,1,0,0,3.718,1,25.358214285714286,1
3053,29.0,0,31,1,1,0,0,3,82.08,2564.2,0,0,1,1,2.565,1,85.47333333333333,0
2940,63.0,1,19,0,1,1,0,2,95.54,1813.02,0,1,0,1,4.777,0,28.3284375,1
2869,56.0,0,56,0,1,1,0,3,103.1,5769.79,1,0,1,1,1.8087719298245613,0,101.22438596491229,1
3703,37.0,1,51,0,0,1,0,3,70.6,3592.55,0,1,0,0,1.3576923076923075,0,94.54078947368421,1
0,44.0,0,7,1,1,0,0,1,30.18,2168.3,0,0,0,0,3.7725,1,48.18444444444445,0
803,27.0,0,5,1,0,0,1,0,86.78,430.94,0,0,0,1,14.463333333333333,0,15.390714285714285,0
2033,38.0,0,35,1,0,0,0,3,93.9,3266.89,1,1,0,1,2.6083333333333334,0,83.76641025641025,1
1278,36.0,0,51,1,1,0,0,3,84.84,4310.65,0,1,0,1,1.6315384615384616,1,116.50405405405404,1
855,20.0,1,6,1,1,0,0,2,25.16,149.98,0,1,1,0,3.5942857142857143,1,7.141904761904762,1
2817,59.0,0,23,1,1,1,0,1,36.94,853.93,0,0,0,0,1.5391666666666666,1,14.232166666666666,0
1454,65.0,1,54,0,1,1,0,3,69.59,3765.41,1,1,0,0,1.2652727272727273,0,57.05166666666666,1
3170,51.0,1,20,1,0,0,2,3,102.64,2049.23,1,1,1,0,4.887619047619047,0,39.40826923076923,1
2528,25.0,1,65,1,0,1,0,3,113.63,7382.8,1,1,1,0,1.7216666666666667,0,283.95384615384614,1
863,42.0,1,38,0,1,1,0,0,85.11,3225.57,1,1,0,0,2.1823076923076923,0,75.01325581395349,1
1121,27.0,1,57,1,1,1,0,2,61.66,3512.66,0,1,0,1,1.0631034482758621,1,125.45214285714285,1
2345,48.0,0,63,1,1,1,0,3,49.3,3101.76,0,0,1,1,0.7703125,1,63.30122448979592,0
3043,41.0,1,40,1,1,1,1,3,45.45,1827.44,0,0,0,0,1.1085365853658538,1,43.51047619047619,0
829,23.0,0,45,1,0,1,0,1,110.73,4993.1,0,0,0,0,2.4071739130434784,0,208.04583333333335,0
1744,42.0,1,22,1,1,1,2,2,111.87,2450.02,0,0,1,1,4.863913043478261,1,56.97720930232558,0
2618,50.0,0,36,1,1,1,0,2,102.61,3682.79,0,0,0,1,2.7732432432432432,1,72.21156862745097,0
420,30.0,1,45,1,1,1,2,2,28.08,1262.31,0,1,1,0,0.6104347826086957,1,40.71967741935484,1
1660,42.0,1,54,1,1,1,0,2,63.88,3443.08,0,0,1,0,1.1614545454545455,1,80.07162790697674,0
2399,58.0,1,54,1,1,1,0,0,82.43,4442.45,1,0,1,1,1.498727272727273,1,75.2957627118644,1
3619,56.0,0,52,0,1,1,0,2,100.42,5205.5,0,1,1,0,1.8947169811320754,0,91.32456140350877,1
2870,61.0,1,67,1,1,1,0,0,48.01,3197.17,0,0,0,0,0.7060294117647059,1,51.56725806451613,0
951,32.0,1,28,1,1,1,0,1,100.53,2811.15,1,1,0,0,3.466551724137931,1,85.18636363636364,1
651,67.0,0,57,0,1,1,2,2,88.82,5075.82,1,0,0,0,1.5313793103448274,0,74.64441176470588,1
1922,60.0,1,40,1,1,0,0,0,119.74,4780.79,1,0,1,0,2.9204878048780487,1,78.37360655737704,1
2241,37.0,0,20,1,1,1,0,0,77.21,1566.12,1,1,0,0,3.6766666666666663,1,41.21368421052631,1
3655,34.0,1,33,1,1,1,1,2,118.99,3942.04,1,1,1,1,3.499705882352941,1,112.62971428571429,1
2882,38.0,0,57,1,0,1,0,2,96.54,5501.87,1,1,0,1,1.6644827586206898,0,141.07358974358974,1
3508,19.0,1,66,0,1,1,0,3,23.42,1525.97,1,1,0,0,0.3495522388059702,0,76.2985,1
2128,24.0,1,30,0,0,0,2,0,69.67,2132.26,1,0,1,1,2.24741935483871,0,85.2904,1
1849,25.0,1,19,1,1,0,2,1,91.16,1730.51,0,0,1,0,4.558,1,66.55807692307692,0
160,28.0,0,49,1,1,0,0,2,28.44,1387.13,0,0,0,0,0.5688,1,47.832068965517244,0
101,21.0,0,21,0,1,1,0,2,112.81,2365.88,1,1,0,0,5.127727272727273,0,107.54,1
2738,19.0,0,41,1,0,1,0,0,71.89,2955.92,1,0,0,0,1.7116666666666667,0,147.796,1
105,23.0,0,24,1,1,0,0,0,113.95,2733.07,0,0,0,0,4.558,1,113.87791666666668,0
874,50.0,0,25,1,1,1,0,2,106.02,2665.3,0,0,1,1,4.077692307692308,1,52.260784313725495,0
3676,64.0,1,29,0,0,1,1,0,93.78,2712.69,0,0,0,1,3.126,0,41.73369230769231,0
1568,60.0,1,5,1,1,1,0,1,91.23,448.35,0,1,0,1,15.205,1,7.3500000000000005,1
2539,35.0,0,23,1,1,1,2,2,29.38,673.45,0,0,1,0,1.2241666666666666,1,18.706944444444446,0
3040,51.0,1,51,1,1,0,1,2,49.51,2539.51,1,0,0,0,0.9521153846153846,1,48.836730769230776,1
3161,25.0,1,70,1,1,1,2,2,25.73,1791.37,1,1,1,0,0.3623943661971831,1,68.89884615384615,1
3378,67.0,0,17,1,1,1,0,1,66.82,1126.21,1,1,0,0,3.7122222222222216,1,16.561911764705883,1
246,59.0,1,19,0,1,1,0,2,92.94,1788.34,1,1,0,0,4.647,0,29.805666666666664,1
2326,63.0,0,9,0,1,0,0,0,73.86,676.97,1,0,0,1,7.386,0,10.57765625,1
2028,34.0,1,38,0,1,1,1,2,68.42,2592.49,1,1,1,0,1.7543589743589745,0,74.07114285714285,1
2270,32.0,0,25,1,1,0,0,0,115.21,2875.51,0,0,0,0,4.431153846153846,1,87.13666666666667,0
3072,31.0,1,15,1,1,1,0,3,115.17,1734.07,0,1,0,1,7.198125,1,54.1896875,1
2064,35.0,1,53,1,1,0,0,2,39.26,2098.9,1,1,1,0,0.727037037037037,1,58.30277777777778,1
627,29.0,0,38,0,1,0,2,0,119.66,4566.17,1,0,1,1,3.068205128205128,0,152.20566666666667,1
2624,55.0,1,18,1,1,0,0,2,43.03,768.67,0,0,1,0,2.2647368421052634,1,13.726249999999999,0
2877,42.0,1,52,1,1,1,0,1,45.32,2355.75,1,0,0,0,0.8550943396226415,1,54.78488372093023,1
2726,57.0,1,26,1,0,0,0,0,60.66,1582.11,0,1,1,0,2.2466666666666666,0,27.277758620689653,1
3231,62.0,0,10,1,1,1,0,2,99.98,998.99,0,1,1,1,9.08909090909091,1,15.856984126984127,1
2984,48.0,1,16,1,1,1,0,3,24.52,389.08,0,0,0,1,1.4423529411764706,1,7.940408163265306,0
3411,50.0,0,49,0,0,0,1,3,111.96,5507.62,1,0,1,1,2.2392,0,107.99254901960784,1
97,41.0,0,26,1,0,1,1,2,35.7,933.33,0,0,0,0,1.3222222222222224,0,22.22214285714286,0
1802,18.0,1,68,1,1,1,2,2,103.72,7055.75,0,1,0,0,1.5031884057971014,1,371.35526315789474,1
2372,64.0,0,71,1,0,1,0,3,43.64,3105.16,0,1,0,1,0.6061111111111112,0,47.771692307692305,1
938,58.0,1,39,1,1,0,0,0,57.63,2251.27,0,1,1,1,1.44075,1,38.15711864406779,1
350,63.0,0,14,1,1,1,1,1,100.93,1410.82,1,0,1,1,6.728666666666667,1,22.0440625,1
2366,39.0,1,14,1,1,1,1,3,93.8,1314.71,0,0,1,1,6.253333333333333,1,32.86775,0
745,57.0,0,42,0,1,0,0,3,41.36,1740.27,1,1,1,1,0.9618604651162791,0,30.00465517241379,1
3051,63.0,1,20,1,1,1,2,3,30.62,613.86,0,0,1,1,1.458095238095238,1,9.5915625,0
