CustomerID,Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn,Monthly_Tenure_Ratio,Phone_Internet_Both,TotalCharges_Age_Ratio,Uses_Streaming
3539,46.0,1,46,0,1,1,1,3,51.06,2343.85,0,1,0,0,0,1.0863829787234043,0,49.86914893617021,1
226,54.0,0,68,1,0,1,2,1,112.03,2132.26,1,1,0,1,0,1.6236231884057972,0,38.76836363636364,1
3016,55.0,0,16,1,0,1,1,3,27.9,438.92,0,1,0,0,0,1.6411764705882352,0,7.8378571428571435,1
3617,36.0,1,71,1,1,0,0,2,75.15,5339.15,1,1,0,0,0,1.0437500000000002,1,144.30135135135134,1
1119,25.0,0,19,1,1,0,0,3,70.42,1343.44,0,1,1,0,0,3.521,1,51.67076923076923,1
3439,65.0,0,2,1,0,0,1,0,25.73,62.3,1,0,1,0,0,8.576666666666666,0,0.9439393939393939,1
3594,62.0,1,10,1,1,0,1,2,28.78,283.96,1,1,0,0,0,2.6163636363636367,1,4.507301587301587,1
3021,18.0,0,50,0,1,0,1,2,58.2,2898.86,1,1,0,0,0,1.1411764705882355,0,152.57157894736844,1
3517,39.0,0,12,1,1,1,0,2,33.42,393.2,0,1,0,1,0,2.5707692307692307,1,9.83,1
2934,69.0,0,70,1,1,0,2,0,67.81,4756.35,0,0,0,0,0,0.9550704225352113,1,67.94785714285715,0
1724,34.0,0,22,1,1,1,0,3,80.89,1800.4,1,1,1,1,0,3.5169565217391305,1,51.440000000000005,1
2825,24.0,1,32,1,0,0,1,3,89.14,2860.82,0,0,0,1,0,2.701212121212121,0,114.4328,0
1023,42.0,0,1,1,1,1,0,2,74.65,62.03,0,0,0,0,1,37.325,1,1.4425581395348837,0
1557,62.0,0,54,1,0,1,0,2,57.97,3138.39,0,1,1,0,0,1.054,0,49.815714285714286,1
3071,21.0,0,58,1,1,0,2,1,32.98,1903.4,1,1,1,0,0,0.5589830508474576,1,86.51818181818182,1
613,53.0,0,70,0,1,1,0,2,44.75,3129.01,1,0,0,1,0,0.6302816901408451,0,57.94462962962963,1
2648,23.0,1,18,0,0,1,0,1,61.94,1116.79,0,1,1,1,0,3.26,0,46.532916666666665,1
969,48.0,0,6,1,1,1,0,3,112.41,678.01,1,1,1,0,1,16.05857142857143,1,13.836938775510204,1
102,36.0,1,45,1,1,1,1,2,40.26,1812.35,1,0,0,1,0,0.8752173913043478,1,48.98243243243243,1
729,61.0,0,23,1,1,0,0,3,61.33,1404.58,1,1,1,1,0,2.5554166666666664,1,22.654516129032256,1
457,56.0,1,23,0,1,0,0,1,93.23,2154.89,1,1,0,0,0,3.8845833333333335,0,37.80508771929824,1
1943,44.0,1,26,0,0,1,2,3,90.52,2348.24,1,0,1,0,0,3.3525925925925923,0,52.1831111111111,1
3191,27.0,1,7,1,1,1,0,1,116.56,828.47,0,1,0,1,1,14.57,1,29.588214285714287,1
1993,43.0,1,44,1,0,0,0,2,39.09,1706.37,1,0,1,1,0,0.8686666666666667,0,38.781136363636364,1
3521,36.0,1,27,1,1,1,0,3,21.65,586.71,1,1,0,0,0,0.7732142857142856,1,15.857027027027028,1
2949,56.0,0,26,1,1,1,2,1,52.23,1345.72,0,0,0,0,0,1.9344444444444444,1,23.609122807017545,0
1018,20.0,0,36,0,0,1,0,1,34.97,1250.58,0,0,1,1,0,0.9451351351351351,0,59.551428571428566,0
1499,62.0,0,55,1,0,0,1,3,74.85,4111.62,0,1,0,0,0,1.3366071428571427,0,65.26380952380953,1
362,30.0,1,64,1,1,1,0,0,109.88,7047.53,0,0,1,1,0,1.6904615384615385,1,227.33967741935484,0
651,67.0,0,57,0,1,1,2,2,88.82,5075.82,1,0,0,0,0,1.5313793103448274,0,74.64441176470588,1
3699,45.0,1,69,1,1,1,1,2,33.58,2325.76,1,1,0,1,0,0.4797142857142857,1,50.56,1
106,44.0,1,61,0,1,1,0,2,31.61,1928.54,0,0,0,0,0,0.5098387096774194,0,42.85644444444444,0
38,45.0,0,2,0,0,1,0,2,111.14,224.16,0,1,0,0,1,37.04666666666667,0,4.873043478260869,1
455,25.0,0,55,0,0,1,2,2,68.76,3794.46,0,0,1,0,0,1.227857142857143,0,145.94076923076923,0
2171,58.0,1,38,0,1,1,0,2,112.37,4277.07,1,0,1,0,0,2.8812820512820516,0,72.49271186440677,1
2098,56.0,1,29,1,0,1,2,1,93.62,2715.16,1,1,1,0,0,3.1206666666666667,0,47.634385964912276,1
2439,18.0,0,26,1,1,1,0,0,119.33,3117.45,1,1,0,0,0,4.41962962962963,1,164.07631578947368,1
2358,20.0,0,35,1,1,0,1,3,107.12,3757.35,0,1,0,1,0,2.9755555555555557,1,178.92142857142858,1
983,30.0,0,67,1,1,0,0,1,61.42,4117.56,1,0,1,1,0,0.9032352941176471,1,132.82451612903228,1
1571,45.0,0,29,0,0,1,1,2,95.82,2774.19,1,1,1,0,0,3.194,0,60.30847826086956,1
2102,66.0,1,34,0,0,1,0,3,67.12,2276.59,1,0,1,0,0,1.917714285714286,0,33.9789552238806,1
3111,42.0,0,41,1,1,1,0,0,43.31,1772.35,1,1,1,0,0,1.0311904761904762,1,41.217441860465115,1
2,50.0,0,41,1,1,0,0,2,44.1,1812.67,1,0,1,0,0,1.05,1,35.54254901960785,1
143,44.0,0,23,0,0,0,0,0,69.59,1382.15,1,0,0,0,0,2.8995833333333336,0,30.714444444444446,1
382,23.0,1,71,1,1,1,0,2,31.15,2197.21,0,0,0,0,0,0.43263888888888885,1,91.55041666666666,0
210,61.0,1,3,1,1,0,0,2,37.78,93.87,1,0,0,0,0,9.445,1,1.5140322580645162,1
1752,62.0,1,58,1,0,0,2,2,70.06,4053.97,0,1,0,1,0,1.187457627118644,0,64.34873015873015,1
80,49.0,1,32,1,0,0,0,1,115.39,3688.4,1,1,0,1,0,3.4966666666666666,0,73.768,1
1916,62.0,0,31,0,1,1,1,0,77.77,2422.83,1,0,0,0,0,2.4303125,0,38.45761904761905,1
1519,64.0,1,43,1,1,1,0,0,60.85,2613.75,0,1,0,1,0,1.3829545454545455,1,40.21153846153846,1
3662,38.0,0,7,0,1,1,0,3,44.27,312.44,1,0,1,1,0,5.53375,0,8.011282051282052,1
2587,33.0,0,1,1,1,0,0,2,39.59,43.77,0,0,1,1,0,19.795,1,1.2873529411764706,0
3574,38.0,0,61,0,0,0,2,0,85.84,5226.0,0,0,0,0,0,1.384516129032258,0,134.0,0
1122,28.0,0,14,1,1,1,2,3,104.83,1482.22,0,1,0,0,0,6.988666666666666,1,51.11103448275862,1
1671,54.0,1,52,0,0,1,0,2,59.89,3107.63,1,1,0,1,0,1.1300000000000001,0,56.50236363636364,1
869,53.0,1,6,1,1,1,1,0,75.07,466.02,1,0,0,0,1,10.724285714285713,1,8.629999999999999,1
1491,52.0,1,10,1,1,1,0,2,90.67,905.44,0,1,1,1,1,8.242727272727272,1,17.08377358490566,1
3252,36.0,0,71,1,1,1,0,2,25.83,1830.55,1,0,0,0,0,0.35874999999999996,1,49.47432432432432,1
2741,37.0,0,30,1,0,1,0,2,55.09,1641.59,1,1,0,0,0,1.7770967741935484,0,43.19973684210526,1
2800,35.0,0,21,1,1,1,0,0,92.98,1954.55,0,1,0,0,0,4.2263636363636365,1,54.293055555555554,1
207,64.0,0,60,1,1,0,0,0,88.46,5330.14,1,1,0,0,0,1.4501639344262294,1,82.00215384615385,1
3341,58.0,0,63,1,1,1,1,3,25.33,1599.93,1,0,0,1,0,0.39578125,1,27.117457627118647,1
1336,66.0,1,42,1,1,1,0,2,43.78,1841.46,0,0,1,0,0,1.018139534883721,1,27.4844776119403,0
963,31.0,0,51,1,1,1,1,0,88.0,4481.33,0,0,1,1,0,1.6923076923076923,1,140.0415625,0
1813,32.0,1,64,1,1,0,0,0,47.14,3022.88,0,0,0,1,0,0.7252307692307692,1,91.60242424242425,0
1243,48.0,0,56,1,1,1,0,3,101.44,5682.22,1,0,0,0,0,1.7796491228070175,1,115.96367346938776,1
3358,18.0,0,41,1,1,0,1,1,22.95,940.32,0,0,1,0,0,0.5464285714285714,1,49.490526315789474,0
2640,20.0,1,32,1,1,1,2,1,39.03,1253.91,1,1,0,0,0,1.1827272727272728,1,59.71,1
761,33.0,1,15,1,1,0,2,3,48.13,703.79,1,0,0,0,0,3.008125,1,20.69970588235294,1
1230,40.0,0,62,1,1,0,0,1,112.53,6975.85,0,1,1,0,0,1.786190476190476,1,170.14268292682928,1
873,28.0,0,27,0,1,1,1,3,99.63,2678.04,1,0,1,0,0,3.5582142857142856,0,92.34620689655172,1
1638,29.0,0,28,1,1,0,1,3,108.41,3035.77,1,0,1,1,0,3.7382758620689653,1,101.19233333333334,1
77,27.0,0,64,1,0,1,0,2,64.05,4091.96,0,1,1,0,0,0.9853846153846153,0,146.14142857142858,1
1232,49.0,1,59,1,1,1,0,3,102.26,6026.78,0,1,1,0,0,1.7043333333333335,1,120.53559999999999,1
1637,33.0,0,58,1,1,1,0,1,105.35,6096.97,0,0,1,1,0,1.785593220338983,1,179.32264705882355,0
1607,25.0,1,2,0,1,1,0,0,60.0,131.16,0,1,1,0,0,20.0,0,5.044615384615384,1
2567,55.0,0,36,1,0,0,0,0,119.45,4293.42,0,0,0,1,0,3.2283783783783786,0,76.66821428571428,0
3261,29.0,1,71,1,0,0,2,2,105.12,2132.26,1,1,0,0,0,1.46,0,71.07533333333335,1
1889,41.0,1,13,1,1,1,0,2,117.41,1541.64,0,0,0,0,0,8.38642857142857,1,36.705714285714286,0
2896,45.0,0,15,0,1,1,1,2,106.65,1605.43,1,1,0,1,0,6.665625,0,34.900652173913045,1
20,25.0,1,60,1,1,1,1,2,97.62,5836.85,1,0,0,1,0,1.6003278688524591,1,224.4942307692308,1
3239,45.0,0,22,1,0,0,0,3,114.38,2530.21,0,1,0,0,0,4.97304347826087,0,55.0045652173913,1
2216,53.0,1,63,0,0,1,0,2,61.98,3921.22,1,1,0,0,0,0.9684375,0,72.61518518518518,1
109,44.0,0,25,1,1,0,0,3,98.33,2473.79,1,1,1,0,0,3.7819230769230767,1,54.97311111111111,1
1550,25.0,1,48,0,0,1,1,3,41.29,1988.6,1,1,0,0,0,0.8426530612244898,0,76.48461538461538,1
1437,44.0,0,43,1,0,1,2,2,93.28,4000.02,1,1,0,1,0,2.12,0,88.88933333333333,1
478,45.0,0,38,0,1,0,0,2,98.54,3744.03,0,0,1,1,0,2.526666666666667,0,81.39195652173913,0
3474,45.0,1,41,0,1,1,2,1,91.65,3743.17,0,1,1,0,0,2.1821428571428574,0,81.37326086956521,1
3745,54.0,1,45,1,1,1,0,2,104.98,4715.44,0,0,0,0,0,2.2821739130434784,1,85.73527272727272,0
1414,58.0,1,40,0,1,1,1,2,61.33,2442.09,0,1,1,1,0,1.4958536585365854,0,41.39135593220339,1
3266,53.0,1,17,0,0,1,0,1,74.48,1259.89,0,0,1,0,0,4.137777777777778,0,23.331296296296298,0
84,44.0,0,57,1,1,0,0,1,21.07,1202.63,0,1,0,1,0,0.3632758620689655,1,26.725111111111115,1
2219,34.0,1,2,1,0,1,0,0,34.61,64.77,0,0,0,0,0,11.536666666666667,0,1.8505714285714285,0
262,26.0,0,62,1,0,1,0,2,84.42,5229.16,0,0,0,1,0,1.34,0,193.6725925925926,0
1388,50.0,1,9,1,1,1,0,2,76.23,683.16,0,1,0,1,1,7.623,1,13.395294117647058,1
599,37.0,0,68,1,1,1,1,1,39.73,2716.63,0,1,0,1,0,0.5757971014492753,1,71.49026315789474,1
2122,30.0,0,17,1,0,0,0,1,44.35,775.59,0,1,1,1,0,2.463888888888889,0,25.019032258064517,1
555,45.0,0,50,0,0,0,1,3,69.59,2715.99,0,1,0,1,0,1.3645098039215686,0,59.04326086956521,1
1038,65.0,0,40,0,0,0,0,2,91.64,3668.96,1,1,0,0,0,2.2351219512195124,0,55.59030303030303,1
178,46.0,1,58,1,1,1,1,2,80.97,4687.85,0,1,0,0,0,1.3723728813559322,1,99.74148936170214,1
3719,30.0,1,21,1,1,1,1,2,26.96,573.84,0,0,1,1,0,1.2254545454545456,1,18.510967741935485,0
2847,63.0,0,18,1,1,1,1,0,69.59,1723.06,0,1,0,0,0,3.6626315789473685,1,26.9228125,1
573,44.0,1,55,1,0,0,0,2,46.27,2537.74,0,1,0,0,0,0.82625,0,56.39422222222222,1
1056,23.0,1,29,1,1,1,0,1,87.18,2548.24,1,1,0,1,0,2.906,1,106.17666666666666,1
926,35.0,0,24,0,0,1,2,2,32.34,762.6,1,0,0,0,0,1.2936,0,21.183333333333334,1
2619,68.0,1,17,0,1,0,0,0,119.79,2011.9,1,1,1,1,0,6.655,0,29.157971014492755,1
274,22.0,1,18,1,0,1,0,2,28.03,511.89,0,0,0,1,0,1.4752631578947368,0,22.256086956521738,0
13,64.0,1,42,1,1,1,0,3,94.17,3951.46,1,0,0,0,0,2.19,1,60.79169230769231,1
2456,42.0,0,45,1,1,1,1,2,74.13,3329.39,1,0,0,1,0,1.6115217391304346,1,77.42767441860465,1
504,19.0,1,17,0,1,1,1,0,28.59,513.35,0,1,0,0,0,1.5883333333333334,0,25.6675,1
1704,27.0,0,14,1,1,1,1,3,22.68,324.82,0,0,1,1,0,1.512,1,11.600714285714286,0
2792,47.0,1,49,1,1,1,0,2,56.27,2756.64,0,1,1,0,0,1.1254,1,57.43,1
2415,67.0,1,29,0,1,1,0,1,100.22,2899.3,0,0,0,0,0,3.3406666666666665,0,42.63676470588236,0
996,62.0,1,4,1,1,1,2,3,24.12,100.94,0,0,0,1,0,4.824,1,1.6022222222222222,0
2106,22.0,0,20,1,1,0,0,1,90.44,1791.47,0,1,1,0,0,4.306666666666667,1,77.89,1
3286,50.0,0,47,1,0,1,0,1,85.54,4015.22,0,0,1,0,0,1.7820833333333335,0,78.72980392156862,0
2101,18.0,1,9,1,1,0,0,1,46.55,418.58,1,0,0,0,0,4.654999999999999,1,22.030526315789473,1
1590,35.0,0,27,0,1,1,0,2,27.75,751.38,1,1,0,0,0,0.9910714285714286,0,20.871666666666666,1
1884,49.0,1,15,1,0,1,0,2,111.53,1671.53,0,1,0,1,0,6.970625,0,33.4306,1
2964,64.0,0,19,0,1,0,0,1,50.03,943.64,0,0,0,0,0,2.5015,0,14.51753846153846,0
1652,66.0,0,52,1,0,1,0,3,31.14,1628.49,0,0,0,1,0,0.5875471698113207,0,24.305820895522388,0
452,28.0,1,26,1,1,1,0,2,88.15,2275.38,1,0,1,1,0,3.264814814814815,1,78.46137931034482,1
1951,38.0,1,26,1,1,0,2,0,41.67,1080.64,1,0,0,1,0,1.5433333333333334,1,27.70871794871795,1
709,43.0,1,26,1,1,1,0,2,67.56,1751.38,0,1,1,0,0,2.502222222222222,1,39.80409090909091,1
849,42.0,1,46,1,1,1,0,0,25.04,1161.96,1,0,0,0,0,0.5327659574468085,1,27.02232558139535,1
2669,39.0,0,49,1,1,1,1,1,119.3,5841.11,1,0,0,1,0,2.386,1,146.02775,1
1694,44.0,0,53,1,1,0,2,0,64.76,3436.66,1,1,0,1,0,1.1992592592592592,1,76.37022222222222,1
3217,66.0,0,3,1,1,0,0,2,119.91,363.06,0,1,0,1,1,29.9775,1,5.418805970149254,1
1127,30.0,1,66,1,1,1,2,3,58.57,3847.27,0,0,0,1,0,0.8741791044776119,1,124.10548387096775,0
2020,50.0,1,42,1,1,1,0,3,54.79,2300.52,0,0,0,1,0,1.274186046511628,1,45.10823529411765,0
2998,51.0,0,19,1,1,1,0,3,111.46,2100.31,0,0,1,1,0,5.5729999999999995,1,40.39057692307692,0
1509,58.0,1,17,1,1,1,0,2,52.95,903.66,0,1,0,1,0,2.941666666666667,1,15.316271186440677,1
942,52.0,0,33,1,1,1,0,3,63.2,2078.3,0,1,1,0,0,1.8588235294117648,1,39.213207547169816,1
3198,18.0,0,49,0,1,1,1,3,27.81,1374.56,0,0,0,0,0,0.5562,0,72.34526315789473,0
2438,38.0,0,56,0,1,1,0,3,115.55,6468.99,1,0,1,0,0,2.0271929824561403,0,165.87153846153845,1
3242,65.0,0,63,0,1,1,0,1,28.52,1789.06,1,1,1,0,0,0.445625,0,27.106969696969696,1
2301,23.0,0,3,1,1,0,1,3,97.12,303.36,0,0,0,1,1,24.28,1,12.64,0
3451,45.0,1,49,1,1,1,0,2,73.86,3610.42,1,0,1,0,0,1.4772,1,78.48739130434782,1
3152,34.0,1,55,1,1,1,2,0,26.14,1446.65,0,0,1,1,0,0.4667857142857143,1,41.332857142857144,0
2172,44.0,1,26,1,1,1,2,0,20.17,529.1,0,0,0,0,0,0.747037037037037,1,11.757777777777779,0
3359,48.0,0,52,1,1,0,0,2,113.56,5901.47,0,1,0,0,0,2.1426415094339624,1,120.43816326530613,1
1942,44.0,0,7,1,1,0,2,0,94.22,646.18,0,0,1,0,1,11.7775,1,14.359555555555554,0
2595,55.0,0,46,0,1,0,0,2,88.64,4089.86,1,1,0,0,0,1.8859574468085107,0,73.0332142857143,1
3650,20.0,0,46,0,1,1,0,2,63.86,2942.56,1,0,0,0,0,1.3587234042553191,0,140.12190476190477,1
2845,40.0,1,16,1,1,0,0,1,43.86,694.04,0,1,0,1,0,2.58,1,16.92780487804878,1
2718,54.0,1,24,1,0,1,1,1,87.99,2114.21,1,0,0,0,0,3.5195999999999996,0,38.44018181818182,1
440,54.0,0,61,1,0,1,1,3,80.83,4940.69,1,0,1,0,0,1.3037096774193548,0,89.83072727272726,1
756,27.0,0,54,0,1,1,0,0,92.63,5003.14,0,0,1,1,0,1.684181818181818,0,178.68357142857144,0
2073,27.0,0,62,1,1,0,0,1,56.58,3510.34,0,0,1,0,0,0.8980952380952381,1,125.36928571428572,0
1061,36.0,1,1,0,1,0,0,1,118.69,129.01,0,1,1,0,1,59.345,0,3.4867567567567566,1
324,34.0,1,49,0,0,0,2,3,26.7,1323.67,0,0,1,1,0,0.534,0,37.81914285714286,0
674,38.0,1,25,0,1,0,2,3,27.97,698.05,1,1,1,0,0,1.0757692307692308,0,17.898717948717948,1
1873,31.0,0,10,0,0,1,1,3,111.69,1103.53,0,1,0,0,1,10.153636363636364,0,34.4853125,1
3442,26.0,0,16,1,1,1,1,2,84.77,1343.29,1,0,0,1,0,4.986470588235294,1,49.75148148148148,1
383,63.0,1,58,0,1,1,0,3,52.63,3045.63,0,0,0,0,0,0.8920338983050848,0,47.58796875,0
1788,18.0,0,29,1,1,0,0,0,96.2,2780.45,1,0,1,0,0,3.2066666666666666,1,146.3394736842105,1
1709,68.0,1,6,1,1,1,0,1,65.28,374.86,0,0,1,0,0,9.325714285714286,1,5.432753623188406,0
347,62.0,0,16,0,1,0,1,1,22.11,372.24,0,0,0,0,0,1.3005882352941176,0,5.908571428571428,0
1036,30.0,1,20,0,1,1,0,2,85.11,1707.48,0,0,1,1,0,4.0528571428571425,0,55.08,0
1277,21.0,0,71,1,1,1,0,3,44.31,3140.77,0,0,0,1,0,0.6154166666666667,1,142.76227272727272,0
247,18.0,1,43,0,0,1,2,2,31.53,1355.46,1,0,0,1,0,0.7165909090909092,0,71.34,1
800,66.0,1,26,1,1,1,2,2,42.53,1087.92,1,1,0,1,0,1.5751851851851852,1,16.237611940298507,1
3640,57.0,1,71,1,1,0,0,1,67.62,4812.59,0,0,1,0,0,0.9391666666666667,1,82.97568965517242,0
2754,49.0,1,33,0,1,1,1,2,24.99,805.17,0,0,1,0,0,0.735,0,16.1034,0
2655,51.0,1,26,1,0,1,2,0,108.32,2821.42,0,1,0,0,0,4.011851851851851,0,54.25807692307693,1
3127,45.0,1,45,0,0,1,0,2,75.99,3401.17,1,1,1,1,0,1.6519565217391303,0,73.93847826086957,1
2345,48.0,0,63,1,1,1,0,3,49.3,3101.76,0,0,1,1,0,0.7703125,1,63.30122448979592,0
3484,25.0,0,67,1,1,1,0,0,88.7,5955.33,1,1,0,0,0,1.3044117647058824,1,229.05115384615385,1
3619,56.0,0,52,0,1,1,0,2,100.42,5205.5,0,1,1,0,0,1.8947169811320754,0,91.32456140350877,1
426,43.0,1,68,0,1,0,2,2,81.39,5533.03,1,1,0,0,0,1.1795652173913043,0,125.75068181818182,1
418,51.0,1,26,1,1,1,0,2,40.25,1052.78,0,1,1,0,0,1.4907407407407407,1,20.24576923076923,1
1677,20.0,0,2,1,0,1,0,0,31.03,66.7,1,0,1,0,0,10.343333333333334,0,3.1761904761904765,1
1308,67.0,1,14,0,1,1,0,1,105.99,1484.56,0,1,1,0,0,7.066,0,21.831764705882353,1
3606,29.0,1,30,1,1,1,0,1,43.47,1309.06,1,1,1,0,0,1.4022580645161289,1,43.63533333333333,1
3206,18.0,1,49,1,1,1,0,1,22.01,1072.38,1,0,1,0,0,0.44020000000000004,1,56.441052631578955,1
3106,61.0,1,12,1,0,1,1,1,84.29,1030.81,0,1,1,1,0,6.483846153846154,0,16.625967741935483,1
1987,22.0,1,44,0,1,1,0,1,35.29,1536.65,1,0,1,0,0,0.7842222222222222,0,66.8108695652174,1
3720,47.0,0,33,1,1,0,1,3,119.1,3941.92,0,0,1,1,0,3.5029411764705882,1,82.12333333333333,0
1716,47.0,0,13,1,1,1,1,3,106.97,1392.5,1,0,0,1,0,7.640714285714286,1,29.010416666666668,1
2566,34.0,0,26,0,1,0,0,3,80.84,2108.01,0,0,0,1,0,2.9940740740740743,0,60.22885714285715,0
3185,65.0,0,21,1,0,0,1,1,103.39,2179.14,1,1,1,1,0,4.699545454545454,0,33.017272727272726,1
3362,64.0,0,28,1,1,1,1,2,67.05,2132.26,1,1,1,0,0,2.3120689655172413,1,32.804,1
2903,40.0,1,48,1,0,1,0,2,98.85,4736.69,0,1,0,0,0,2.01734693877551,0,115.52902439024389,1
2011,32.0,1,40,0,1,1,0,1,84.65,3383.14,1,1,0,0,0,2.0646341463414637,0,102.51939393939394,1
3589,54.0,1,66,1,1,1,1,2,22.86,1494.24,1,0,0,1,0,0.34119402985074626,1,27.168,1
1908,38.0,1,23,1,0,0,2,1,114.88,2639.26,0,1,1,1,0,4.786666666666666,0,67.67333333333333,1
3432,31.0,0,48,1,1,0,0,0,106.09,5095.55,0,0,0,0,0,2.1651020408163264,1,159.2359375,0
742,19.0,0,2,1,1,1,0,2,115.34,236.75,1,1,0,1,1,38.446666666666665,1,11.8375,1
3238,28.0,0,20,1,1,1,0,0,93.14,1866.71,0,1,0,0,0,4.435238095238096,1,64.36931034482758,1
1720,68.0,1,59,1,1,1,0,1,61.21,3593.84,0,1,1,0,0,1.0201666666666667,1,52.08463768115942,1
596,56.0,0,46,0,1,1,0,2,40.7,1866.58,1,1,0,0,0,0.8659574468085107,0,32.74701754385965,1
2052,55.0,1,3,1,0,0,0,0,38.0,107.38,0,0,1,0,0,9.5,0,1.9175,0
890,51.0,0,55,1,0,1,0,1,34.49,1883.85,0,0,1,0,0,0.6158928571428571,0,36.22788461538461,0
3340,55.0,0,12,0,1,1,0,2,42.06,496.36,1,0,0,1,0,3.2353846153846155,0,8.86357142857143,1
1625,67.0,1,40,1,1,0,0,2,75.06,3002.41,1,0,1,0,0,1.8307317073170732,1,44.15308823529411,1
954,51.0,1,66,1,1,1,0,2,88.37,5846.56,1,0,0,0,0,1.318955223880597,1,112.43384615384616,1
561,35.0,0,16,0,1,1,0,2,51.41,813.03,0,0,0,1,0,3.0241176470588234,0,22.584166666666665,0
275,47.0,0,34,0,1,1,0,2,74.87,2534.29,1,1,0,1,0,2.1391428571428572,0,52.79770833333333,1
1862,32.0,1,44,0,1,1,2,0,54.13,2375.73,0,1,1,0,0,1.202888888888889,0,71.99181818181819,1
3454,44.0,0,6,0,1,0,2,2,89.65,541.27,0,0,1,0,1,12.807142857142859,0,12.028222222222222,0
208,68.0,0,64,1,1,0,0,1,118.85,2132.26,1,1,1,1,0,1.8284615384615384,1,30.902318840579714,1
2560,51.0,1,22,0,1,1,0,2,88.9,1954.93,0,1,0,0,0,3.865217391304348,0,37.5948076923077,1
3205,69.0,0,18,1,1,0,0,3,25.9,4517.4,0,1,0,0,0,1.3631578947368421,1,64.53428571428572,1
3118,55.0,1,12,1,0,1,0,0,67.72,800.31,1,1,1,0,0,5.2092307692307696,0,14.29125,1
360,50.0,0,52,0,1,0,0,1,97.04,5047.96,1,0,0,0,0,1.8309433962264152,0,98.97960784313726,1
2978,41.0,1,51,1,1,0,0,3,74.22,3795.17,0,1,0,0,0,1.4273076923076924,1,90.36119047619047,1
630,32.0,0,71,1,1,1,1,2,115.11,2132.26,1,1,1,0,0,1.59875,1,64.6139393939394,1
743,47.0,1,48,1,1,0,0,1,25.48,1211.22,1,1,0,0,0,0.52,1,25.23375,1
2671,59.0,0,19,0,1,1,0,2,49.12,934.68,1,0,0,1,0,2.456,0,15.578,1
1368,44.0,1,6,0,1,1,1,2,42.07,242.12,1,0,0,0,0,6.01,0,5.380444444444445,1
2286,34.0,0,27,1,0,0,1,3,96.76,2603.53,1,1,0,0,0,3.455714285714286,0,74.38657142857143,1
2025,22.0,0,53,1,1,0,0,0,72.38,3826.31,0,0,1,0,0,1.3403703703703702,1,166.3613043478261,0
1975,46.0,0,48,1,1,0,0,2,33.83,1620.5,0,1,0,1,0,0.6904081632653061,1,34.47872340425532,1
2768,21.0,0,7,1,1,0,0,3,48.56,331.1,1,0,0,1,0,6.07,1,15.05,1
679,27.0,0,59,0,0,1,0,3,72.27,4288.72,1,0,1,0,0,1.2045,0,153.16857142857143,1
820,44.0,0,69,1,0,1,0,1,119.61,2132.26,1,0,0,0,0,1.7087142857142856,0,47.38355555555556,1
3698,27.0,0,11,0,0,0,0,2,56.43,630.61,1,1,1,1,0,4.7025,0,22.521785714285716,1
1296,34.0,0,15,0,1,1,0,2,35.68,528.6,1,1,0,1,0,2.23,0,15.102857142857143,1
3101,37.0,0,64,1,0,0,1,3,69.71,4483.77,1,1,0,0,0,1.0724615384615384,0,117.99394736842106,1
515,44.0,1,3,0,1,1,1,2,51.02,156.45,0,1,0,0,0,12.755,0,3.4766666666666666,1
2554,22.0,1,69,1,1,0,0,0,76.6,5293.77,1,1,0,0,0,1.0942857142857143,1,230.1639130434783,1
978,51.0,0,23,1,0,1,0,0,66.67,1527.5,1,1,1,0,0,2.7779166666666666,0,29.375,1
2322,44.0,1,53,0,0,0,0,0,88.95,4724.11,1,1,1,1,0,1.6472222222222224,0,104.98022222222221,1
536,19.0,0,37,1,1,1,0,1,111.43,4126.26,1,0,0,0,0,2.9323684210526317,1,206.31300000000002,1
29,30.0,0,9,1,1,0,0,1,40.05,356.66,0,1,0,0,0,4.005,1,11.505161290322581,1
1992,60.0,1,15,1,1,1,2,3,102.12,1521.0,1,0,1,0,0,6.3825,1,24.934426229508198,1
2778,60.0,0,3,0,1,1,1,1,114.93,342.41,0,0,0,1,1,28.7325,0,5.61327868852459,0
2334,65.0,0,70,1,1,0,2,2,57.36,4011.97,1,0,1,1,0,0.8078873239436619,1,60.78742424242424,1
3659,28.0,1,17,1,0,0,1,0,31.37,541.98,0,0,0,0,0,1.7427777777777778,0,18.688965517241378,0
2761,68.0,1,26,1,1,0,2,3,102.19,2654.62,0,0,0,0,0,3.7848148148148146,1,38.4727536231884,0
750,44.0,0,21,0,0,1,1,1,90.11,1873.09,1,0,0,0,0,4.095909090909091,0,41.62422222222222,1
1442,44.0,1,21,1,0,1,2,3,41.27,873.13,1,1,0,0,0,1.875909090909091,0,19.40288888888889,1
52,33.0,1,11,0,1,1,0,0,64.52,722.65,0,0,1,1,0,5.376666666666666,0,21.254411764705882,0
1014,48.0,0,38,1,0,1,0,1,77.8,2939.74,1,0,0,0,0,1.994871794871795,0,59.994693877551015,1
2755,28.0,1,35,0,1,0,0,0,36.99,1312.7,0,1,0,0,0,1.0275,0,45.265517241379314,1
